CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,Neighborhood,Location 1
3/3/16,21:29:00,4E,2300 WINCHESTER ST,COMMON ASSAULT,HANDS,Bridgeview/Greenlawn,"(39.3017400000, -76.6542700000)"
3/3/16,21:58:00,4E,1800 W LAFAYETTE AVE,COMMON ASSAULT,HANDS,Harlem Park,"(39.2987400000, -76.6466800000)"
3/3/16,22:00:00,7A,4100 HARRIS AVE,AUTO THEFT,,Belair-Parkside,"(39.3288400000, -76.5661800000)"
3/3/16,22:15:00,4E,0 S CURLEY ST,COMMON ASSAULT,HANDS,Patterson Park Neighborhood,"(39.2916400000, -76.5754700000)"
3/3/16,22:30:00,5A,3200 NERAK RD,BURGLARY,,Cross Country,"(39.3708400000, -76.7016700000)"
3/3/16,23:00:00,7A,2700 MATHEWS ST,AUTO THEFT,,Better Waverly,"(39.3212800000, -76.6078200000)"
3/3/16,23:00:00,6D,1300 EUTAW PL,LARCENY FROM AUTO,,Bolton Hill,"(39.3041900000, -76.6261400000)"
3/3/16,23:15:00,6D,3900 FAIT AVE,LARCENY FROM AUTO,,Brewers Hill,"(39.2836700000, -76.5638100000)"
3/3/16,23:15:00,4D,2900 SHIREY AVE,AGG. ASSAULT,HANDS,Lauraville,"(39.3469600000, -76.5677200000)"
3/3/16,23:30:00,6D,,LARCENY FROM AUTO,,,
3/3/16,23:40:00,5D,4400 EDMONDSON AVE,BURGLARY,,Rognel Heights,"(39.2935900000, -76.6899500000)"
3/3/16,23:44:00,4B,6500 FRANKFORD AVE,AGG. ASSAULT,KNIFE,Pulaski Industrial Area,"(39.3138500000, -76.5406500000)"
3/2/16,11:00:00,6J,4200 CHARLCOTE RD,LARCENY,,Guilford,"(39.3408700000, -76.6185300000)"
3/2/16,0:00:00,6G,1700 N REGESTER ST,LARCENY,,Broadway East,"(39.3100600000, -76.5939900000)"
3/2/16,11:00:00,7A,500 N DECKER AVE,AUTO THEFT,,Ellwood Park/Monument,"(39.2972900000, -76.5744200000)"
3/2/16,11:00:00,4B,3800 CALLAWAY AVE,AGG. ASSAULT,KNIFE,Callaway-Garrison,"(39.3312800000, -76.6765300000)"
3/2/16,12:00:00,7A,1600 ASHLAND AVE,AUTO THEFT,,Gay Street,"(39.3004900000, -76.5954400000)"
3/2/16,12:00:00,6G,0 S SCHROEDER ST,LARCENY,,Hollins Market,"(39.2878300000, -76.6336900000)"
3/2/16,12:00:00,6J,400 S BENTALOU ST,LARCENY,,Carrollton Ridge,"(39.2819800000, -76.6524900000)"
3/2/16,12:12:00,4C,1600 EDISON HWY,AGG. ASSAULT,OTHER,Berea,"(39.3093800000, -76.5730800000)"
3/2/16,12:30:00,7A,2000 N EDGEWOOD ST,AUTO THEFT,,Fairmont,"(39.3100300000, -76.6759700000)"
3/2/16,12:40:00,5D,4400 SPRINGWOOD AVE,BURGLARY,,Cedmont,"(39.3479500000, -76.5306400000)"
3/2/16,13:13:00,4E,3700 W BELVEDERE AVE,COMMON ASSAULT,HANDS,Arlington,"(39.3460800000, -76.6806500000)"
3/2/16,13:20:00,6C,2000 EDMONDSON AVE,LARCENY,,Midtown-Edmondson,"(39.2951200000, -76.6491600000)"
3/2/16,13:30:00,5A,400 E 28TH ST,BURGLARY,,Harwood,"(39.3221800000, -76.6104200000)"
3/2/16,14:00:00,6E,1700 E FAIRMOUNT AVE,LARCENY,,Washington Hill,"(39.2926600000, -76.5924200000)"
3/2/16,14:20:00,6C,1600 PENNSYLVANIA AVE,LARCENY,,Upton,"(39.3034400000, -76.6345800000)"
3/2/16,14:45:00,4E,0 S PATTERSON PARK AVE,COMMON ASSAULT,HANDS,Butcher's Hill,"(39.2912200000, -76.5847000000)"
3/2/16,15:00:00,6E,1000 N MOUNT ST,LARCENY,,Sandtown-Winchester,"(39.3000900000, -76.6444700000)"
3/2/16,15:30:00,4E,7200 OLD HARFORD RD,COMMON ASSAULT,HANDS,North Harford Road,"(39.3702800000, -76.5526700000)"
3/2/16,15:45:00,3B,4500 YORK RD,ROBBERY - STREET,,Guilford,"(39.3430700000, -76.6096300000)"
3/2/16,16:00:00,6J,0 N ELLWOOD AVE,LARCENY,,Patterson Park Neighborhood,"(39.2927700000, -76.5734000000)"
3/2/16,16:00:00,7A,600 S CHARLES ST,AUTO THEFT,,Otterbein,"(39.2819600000, -76.6147600000)"
3/2/16,0:07:00,4E,2600 GARRISON BLVD,COMMON ASSAULT,HANDS,Garwyn Oaks,"(39.3173800000, -76.6769200000)"
3/2/16,0:10:00,3AF,3600 OAKMONT AVE,ROBBERY - STREET,FIREARM,Central Park Heights,"(39.3440500000, -76.6768400000)"
3/2/16,0:36:00,4E,1700 CARSWELL ST,COMMON ASSAULT,HANDS,Coldstream Homestead Montebello,"(39.3213800000, -76.5933900000)"
3/2/16,0:40:00,3CF,5400 REISTERSTOWN RD,ROBBERY - COMMERCIAL,FIREARM,Woodmere,"(39.3471600000, -76.6894400000)"
3/2/16,1:01:00,6J,3200 TIOGA PKWY,LARCENY,,Mondawmin,"(39.3180000000, -76.6582100000)"
3/2/16,1:10:00,6D,1600 ABBOTSTON ST,LARCENY FROM AUTO,,Coldstream Homestead Montebello,"(39.3227200000, -76.5941300000)"
3/2/16,1:30:00,4C,1500 MADISON AVE,AGG. ASSAULT,OTHER,Madison Park,"(39.3048800000, -76.6292200000)"
3/2/16,1:45:00,5A,500 CUMBERLAND ST,BURGLARY,,Druid Heights,"(39.3097200000, -76.6410100000)"
3/2/16,2:00:00,4E,800 LINDEN AVE,COMMON ASSAULT,HANDS,Mount Vernon,"(39.2993000000, -76.6207500000)"
3/2/16,2:37:00,7A,2500 N LONGWOOD ST,AUTO THEFT,,Hanlon-Longwood,"(39.3154800000, -76.6679600000)"
3/2/16,5:30:00,4F,5800 WILLOWTON AVE,ASSAULT BY THREAT,,Loch Raven,"(39.3594600000, -76.5776100000)"
3/2/16,5:30:00,5A,5300 WINNER AVE,BURGLARY,,Pimlico Good Neighbors,"(39.3518700000, -76.6769000000)"
3/2/16,5:40:00,5A,4500 CEDARGARDEN RD,BURGLARY,,Yale Heights,"(39.2762800000, -76.6921300000)"
3/2/16,6:00:00,6G,2300 GROVE ST,LARCENY,,Morrell Park,"(39.2709000000, -76.6528500000)"
3/2/16,7:00:00,6D,1200 GUILFORD AVE,LARCENY FROM AUTO,,Mid-Town Belvedere,"(39.3040200000, -76.6119900000)"
3/2/16,7:25:00,4E,1600 E 25TH ST,COMMON ASSAULT,HANDS,Darley Park,"(39.3162900000, -76.5942000000)"
3/2/16,8:00:00,6E,4800 MANNASOTA AVE,LARCENY,,Frankford,"(39.3320200000, -76.5566700000)"
3/2/16,8:00:00,5C,2500 WOODBROOK AVE,BURGLARY,,Penn North,"(39.3123600000, -76.6434700000)"
3/2/16,8:00:00,4E,4100 NEWTON AVE,COMMON ASSAULT,HANDS,Woodmere,"(39.3477100000, -76.6914500000)"
3/2/16,8:00:00,5D,200 KANE ST,BURGLARY,,Hopkins Bayview,"(39.2921600000, -76.5360800000)"
3/2/16,8:30:00,5A,800 WOODWARD ST,BURGLARY,,Washington Village/Pigtown,"(39.2816500000, -76.6276600000)"
3/2/16,10:00:00,7A,BALTIMORE ST & N HOWARD ST,AUTO THEFT,,Downtown,"(39.2893500000, -76.6194500000)"
3/2/16,10:00:00,6J,2200 POPLAR GROVE ST,LARCENY,,Walbrook,"(39.3130100000, -76.6660500000)"
3/2/16,10:30:00,4E,100 S CAROLINE ST,COMMON ASSAULT,HANDS,Washington Hill,"(39.2900900000, -76.5971200000)"
3/2/16,10:35:00,6G,,LARCENY,,,
3/2/16,16:03:00,6D,6400 EASTERN AVE,LARCENY FROM AUTO,,Bayview,"(39.2878000000, -76.5384600000)"
3/2/16,16:30:00,6G,1800 N DURHAM ST,LARCENY,,Broadway East,"(39.3116300000, -76.5923900000)"
3/2/16,16:50:00,6C,3800 EASTERN AVE,LARCENY,,Highlandtown,"(39.2867300000, -76.5648300000)"
3/2/16,17:00:00,5B,3200 GWYNNS FALLS PKWY,BURGLARY,,Walbrook,"(39.3142000000, -76.6720400000)"
3/2/16,17:10:00,5C,1900 W LANVALE ST,BURGLARY,,Midtown-Edmondson,"(39.2975500000, -76.6484800000)"
3/2/16,17:15:00,3B,400 FALLSWAY,ROBBERY - STREET,,Penn-Fallsway,"(39.2933900000, -76.6093700000)"
3/2/16,18:00:00,4E,37TH ST & ROLAND AV,COMMON ASSAULT,HANDS,Hampden,"(39.3327400000, -76.6327800000)"
3/2/16,18:30:00,7A,AV & POTEE ST,AUTO THEFT,,Middle Branch/Reedbird Parks,"(39.2494600000, -76.6148900000)"
3/2/16,18:30:00,7A,3700 LABYRINTH RD,AUTO THEFT,,Fallstaff,"(39.3624900000, -76.7031000000)"
3/2/16,19:25:00,6C,2300 BOSTON ST,LARCENY,,Canton,"(39.2826300000, -76.5835300000)"
3/2/16,19:30:00,6D,3800 ELMLEY AVE,LARCENY FROM AUTO,,Belair-Edison,"(39.3178000000, -76.5644000000)"
3/2/16,19:50:00,4F,800 UNETTA AVE,ASSAULT BY THREAT,,Saint Agnes,"(39.2731400000, -76.6751000000)"
3/2/16,20:00:00,6D,3500 BRENDAN AVE,LARCENY FROM AUTO,,Belair-Edison,"(39.3188200000, -76.5675200000)"
3/2/16,20:00:00,6E,4300 BERGER AVE,LARCENY,,Frankford,"(39.3390700000, -76.5464000000)"
3/2/16,20:59:00,4E,1600 N MONROE ST,COMMON ASSAULT,HANDS,Sandtown-Winchester,"(39.3072700000, -76.6479700000)"
3/2/16,20:59:00,4E,1600 N MONROE ST,COMMON ASSAULT,HANDS,Sandtown-Winchester,"(39.3072700000, -76.6479700000)"
3/2/16,21:00:00,7A,1200 S CLINTON ST,AUTO THEFT,,Canton,"(39.2791800000, -76.5695300000)"
3/2/16,21:00:00,7A,4200 DUVALL AVE,AUTO THEFT,,Windsor Hills,"(39.3175300000, -76.6894000000)"
3/2/16,21:00:00,6G,600 ANNABEL AVE,LARCENY,,Brooklyn,"(39.2371100000, -76.6010300000)"
3/2/16,21:15:00,6C,5100 SINCLAIR LN,LARCENY,,Frankford,"(39.3222600000, -76.5468700000)"
3/2/16,21:24:00,3AO,HILL RD & ROUND RD,ROBBERY - STREET,OTHER,Cherry Hill,"(39.2500300000, -76.6280500000)"
3/2/16,21:38:00,4E,1200 N LUZERNE AVE,COMMON ASSAULT,HANDS,Berea,"(39.3054900000, -76.5812500000)"
3/2/16,23:00:00,7A,2000 DRUID PARK DR,AUTO THEFT,,Woodberry,"(39.3322600000, -76.6473500000)"
3/2/16,23:50:00,3JF,4200 BELMAR AVE,ROBBERY - RESIDENCE,FIREARM,Cedmont,"(39.3519300000, -76.5319900000)"
3/2/16,23:50:00,3JF,4200 BELMAR AVE,ROBBERY - RESIDENCE,FIREARM,Cedmont,"(39.3519300000, -76.5319900000)"
3/2/16,23:50:00,3JF,4200 BELMAR AVE,ROBBERY - RESIDENCE,FIREARM,Cedmont,"(39.3519300000, -76.5319900000)"
3/1/16,12:30:00,6G,2700 ROSLYN AVE,LARCENY,,Garwyn Oaks,"(39.3183700000, -76.6780600000)"
3/1/16,13:00:00,4E,2700 ROSLYN AVE,COMMON ASSAULT,HANDS,Garwyn Oaks,"(39.3183700000, -76.6780600000)"
3/1/16,13:30:00,4E,GAY ST & N CHESTER ST,COMMON ASSAULT,HANDS,Broadway East,"(39.3088000000, -76.5884600000)"
3/1/16,13:39:00,6J,900 S LINWOOD AVE,LARCENY,,Canton,"(39.2818000000, -76.5754800000)"
3/1/16,14:25:00,6J,3500 BOSTON ST,LARCENY,,Canton Industrial Area,"(39.2770500000, -76.5669400000)"
3/1/16,14:30:00,4E,2800 SAINT LO DR,COMMON ASSAULT,HANDS,Clifton Park,"(39.3188400000, -76.5871300000)"
3/1/16,14:35:00,6B,600 E PATAPSCO AVE,LARCENY,,Brooklyn,"(39.2362700000, -76.6020700000)"
3/1/16,14:45:00,6C,2500 W FRANKLIN ST,LARCENY,,Rosemont Homeowners/Tenants,"(39.2934100000, -76.6583300000)"
3/1/16,15:00:00,6J,2600 ROSLYN AVE,LARCENY,,Garwyn Oaks,"(39.3173900000, -76.6781600000)"
3/1/16,15:15:00,6G,200 S EATON ST,LARCENY,,Highlandtown,"(39.2894100000, -76.5654300000)"
3/1/16,15:38:00,4C,100 E 20TH ST,AGG. ASSAULT,OTHER,Barclay,"(39.3123300000, -76.6143100000)"
3/1/16,16:00:00,4B,2300 GARRISON BLVD,AGG. ASSAULT,KNIFE,Garwyn Oaks,"(39.3143600000, -76.6766900000)"
3/1/16,16:15:00,7A,2600 GWYNNS FALLS PKWY,AUTO THEFT,,Burleith-Leighton,"(39.3156000000, -76.6592600000)"
3/1/16,16:25:00,3AF,1600 BOOKER CT,ROBBERY - STREET,FIREARM,Sandtown-Winchester,"(39.3046400000, -76.6435900000)"
3/1/16,16:45:00,6B,1600 E BALTIMORE ST,LARCENY,,Washington Hill,"(39.2915000000, -76.5956400000)"
3/1/16,1622,9S,1600 BOOKER CT,SHOOTING,FIREARM,Sandtown-Winchester,"(39.3046400000, -76.6435900000)"
3/1/16,17:00:00,8J,3400 WOODRING AVE,ARSON,,North Harford Road,"(39.3613600000, -76.5415200000)"
3/1/16,17:00:00,5A,1000 MC ALEER CT,BURGLARY,,Oldtown,"(39.2998300000, -76.6035100000)"
3/1/16,17:00:00,5A,4000 WOODHAVEN AVE,BURGLARY,,Windsor Hills,"(39.3204000000, -76.6844800000)"
3/1/16,20:00:00,6F,1600 SHAKESPEARE ST,LARCENY,,Fells Point,"(39.2820200000, -76.5949600000)"
3/1/16,20:10:00,4E,2500 ASHTON ST,COMMON ASSAULT,HANDS,Millhill,"(39.2805600000, -76.6552900000)"
3/1/16,20:10:00,4E,2500 ASHTON ST,COMMON ASSAULT,HANDS,Millhill,"(39.2805600000, -76.6552900000)"
3/1/16,20:14:00,4E,4700 ALTHEA AVE,COMMON ASSAULT,HANDS,Frankford,"(39.3320300000, -76.5582000000)"
3/1/16,20:30:00,4C,500 E BALTIMORE ST,AGG. ASSAULT,OTHER,Downtown,"(39.2898100000, -76.6088200000)"
3/1/16,20:40:00,4E,600 S DURHAM ST,COMMON ASSAULT,HANDS,Fells Point,"(39.2844000000, -76.5906000000)"
3/1/16,20:45:00,7A,6800 BOSTON AVE,AUTO THEFT,,Graceland Park,"(39.2804200000, -76.5298900000)"
3/1/16,20:46:00,4B,1500 ENSOR ST,AGG. ASSAULT,KNIFE,Oliver,"(39.3076200000, -76.6038200000)"
3/1/16,21:00:00,4C,1400 MYRTLE AVE,AGG. ASSAULT,OTHER,Upton,"(39.3003300000, -76.6341900000)"
3/1/16,21:00:00,7C,1300 BETHLEHEM AVE,AUTO THEFT,,Graceland Park,"(39.2798800000, -76.5307600000)"
3/1/16,21:08:00,4D,2800 BOARMAN AVE,AGG. ASSAULT,HANDS,Towanda-Grantley,"(39.3377800000, -76.6680100000)"
3/1/16,21:35:00,4E,1700 EASTERN AVE,COMMON ASSAULT,HANDS,Upper Fells Point,"(39.2856600000, -76.5921000000)"
3/1/16,21:50:00,5A,2000 JUBILEE CT,BURGLARY,,Hamilton Hills,"(39.3674300000, -76.5718000000)"
3/1/16,22:00:00,4E,800 LINDEN AVE,COMMON ASSAULT,HANDS,Mount Vernon,"(39.2993000000, -76.6207500000)"
3/1/16,22:00:00,5D,3200 WOODLAND AVE,BURGLARY,,Central Park Heights,"(39.3450100000, -76.6715900000)"
3/1/16,22:10:00,3AO,RD & W COLD SPRING LN,ROBBERY - STREET,OTHER,Central Park Heights,"(39.3389000000, -76.6679200000)"
3/1/16,22:34:00,6G,1600 N BENTALOU ST,LARCENY,,Coppin Heights/Ash-Co-East,"(39.3070600000, -76.6539200000)"
3/1/16,22:45:00,3B,4100 FALLS RD,ROBBERY - STREET,,Hoes Heights,"(39.3377200000, -76.6373900000)"
3/1/16,22:55:00,7A,500 S DALLAS ST,AUTO THEFT,,Fells Point,"(39.2851800000, -76.5960000000)"
3/1/16,23:00:00,6E,1900 CLIFTON AVE,LARCENY,,Mondawmin,"(39.3118900000, -76.6487000000)"
3/1/16,23:00:00,7C,6500 SAINT HELENA AVE,AUTO THEFT,,Saint Helena,"(39.2598600000, -76.5313200000)"
3/1/16,23:30:00,7A,3600 ROBERTS PL,AUTO THEFT,,Baltimore Highlands,"(39.2956200000, -76.5675300000)"
3/1/16,23:40:00,6E,3000 JANICE AVE,LARCENY,,Lakeland,"(39.2556200000, -76.6519300000)"
3/1/16,10:00:00,6E,2700 GRINDON AVE,LARCENY,,Lauraville,"(39.3451900000, -76.5739700000)"
3/1/16,10:00:00,6D,2200 N MONROE ST,LARCENY FROM AUTO,,Mondawmin,"(39.3131800000, -76.6483300000)"
3/1/16,10:10:00,3B,4200 SHELDON AVE,ROBBERY - STREET,,Belair-Edison,"(39.3286100000, -76.5646200000)"
3/1/16,10:12:00,6E,1600 E BALTIMORE ST,LARCENY,,Washington Hill,"(39.2915000000, -76.5956400000)"
3/1/16,10:40:00,6G,FAYETTE ST & N HOWARD ST,LARCENY,,Downtown,"(39.2904600000, -76.6195000000)"
3/1/16,10:40:00,6C,2400 FREDERICK AVE,LARCENY,,Millhill,"(39.2840000000, -76.6549200000)"
3/1/16,10:47:00,5A,200 N LINWOOD AVE,BURGLARY,,McElderry Park,"(39.2947100000, -76.5763900000)"
3/1/16,11:00:00,6G,3200 E BALTIMORE ST,LARCENY,,Patterson Park Neighborhood,"(39.2924400000, -76.5714900000)"
3/1/16,11:20:00,5B,3300 N HILTON ST,BURGLARY,,Forest Park,"(39.3233800000, -76.6718900000)"
3/1/16,11:30:00,5A,2700 MONTEBELLO TER,BURGLARY,,Lauraville,"(39.3442100000, -76.5767900000)"
3/1/16,11:30:00,6G,800 REINHARDT ST,LARCENY,,Washington Village/Pigtown,"(39.2824600000, -76.6307500000)"
3/1/16,12:00:00,7A,5100 WILLISTON ST,AUTO THEFT,,Beechfield,"(39.2778300000, -76.7010800000)"
3/1/16,12:30:00,6J,100 N POTOMAC ST,LARCENY,,Patterson Park Neighborhood,"(39.2941800000, -76.5749400000)"
3/1/16,17:50:00,3P,500 N LAKEWOOD AVE,ROBBERY - STREET,,McElderry Park,"(39.2970400000, -76.5793900000)"
3/1/16,18:00:00,4E,1500 EUTAW PL,COMMON ASSAULT,HANDS,Madison Park,"(39.3053400000, -76.6281100000)"
3/1/16,18:00:00,4E,2400 LOYOLA NORTHWAY,COMMON ASSAULT,HANDS,Greenspring,"(39.3385000000, -76.6584800000)"
3/1/16,18:00:00,6F,0 E WHEELING ST,LARCENY,,Federal Hill,"(39.2785000000, -76.6139600000)"
3/1/16,18:16:34,2A,2100 EASTERN AVE,RAPE,OTHER,Canton,"(39.2858500000, -76.5863600000)"
3/1/16,18:20:00,4C,1700 APPLETON ST,AGG. ASSAULT,OTHER,Easterwood,"(39.3081100000, -76.6488900000)"
3/1/16,18:30:00,5A,,BURGLARY,,,
3/1/16,0:32:00,4B,EUTAW ST & W FRANKLIN ST,AGG. ASSAULT,KNIFE,Mount Vernon,"(39.2948900000, -76.6212700000)"
3/1/16,1:46:00,5C,600 N EDEN ST,BURGLARY,,Fells Point,"(39.2840500000, -76.5981700000)"
3/1/16,2:00:00,6D,2800 OAKFORD AVE,LARCENY FROM AUTO,,Parklane,"(39.3413800000, -76.6624100000)"
3/1/16,2:00:00,6D,3900 FAIT AVE,LARCENY FROM AUTO,,Brewers Hill,"(39.2836600000, -76.5638800000)"
3/1/16,2:00:00,7A,5000 PLYMOUTH RD,AUTO THEFT,,Lauraville,"(39.3513300000, -76.5740200000)"
3/1/16,2:00:00,7A,5000 PLYMOUTH RD,AUTO THEFT,,Lauraville,"(39.3513300000, -76.5740200000)"
3/1/16,2:03:00,4D,200 ST MATTHEWS ST,AGG. ASSAULT,HANDS,Pleasant View Gardens,"(39.2940600000, -76.6036700000)"
3/1/16,2:45:00,4D,2600 TALBOT RD,AGG. ASSAULT,HANDS,Windsor Hills,"(39.3151800000, -76.6896500000)"
3/1/16,2:48:00,4C,900 N IRIS AVE,AGG. ASSAULT,OTHER,Orangeville,"(39.3019700000, -76.5624600000)"
3/1/16,2:48:00,4C,900 N IRIS AVE,AGG. ASSAULT,OTHER,Orangeville,"(39.3019700000, -76.5624600000)"
3/1/16,3:50:00,6D,1900 NORTHBOURNE RD,LARCENY FROM AUTO,,Perring Loch,"(39.3536900000, -76.5811600000)"
3/1/16,4:43:00,7A,5000 GOODNOW RD,AUTO THEFT,,Frankford,"(39.3264300000, -76.5447900000)"
3/1/16,5:00:00,5E,600 PITCHER ST,BURGLARY,,Upton,"(39.3019100000, -76.6355300000)"
3/1/16,5:06:00,5D,1800 N SMALLWOOD ST,BURGLARY,,Easterwood,"(39.3092800000, -76.6526500000)"
3/1/16,6:30:00,6G,400 W PRATT ST,LARCENY,,Downtown West,"(39.2862300000, -76.6209200000)"
3/1/16,7:15:00,4B,1600 W NORTH AVE,AGG. ASSAULT,KNIFE,Penn North,"(39.3100500000, -76.6434000000)"
3/1/16,8:00:00,5A,1900 PERLMAN PL,BURGLARY,,South Clifton Park,"(39.3130700000, -76.5868400000)"
3/1/16,8:00:00,6E,4800 LIBERTY HEIGHTS AVE,LARCENY,,Howard Park,"(39.3318900000, -76.6973200000)"
3/1/16,8:00:00,5A,300 S ANN ST,BURGLARY,,Upper Fells Point,"(39.2875900000, -76.5914900000)"
3/1/16,8:00:00,6E,600 LUCIA AVE,LARCENY,,Yale Heights,"(39.2737000000, -76.6920800000)"
3/1/16,8:00:00,5A,200 W LAFAYETTE AVE,BURGLARY,,Bolton Hill,"(39.3059300000, -76.6253400000)"
3/1/16,8:15:00,6D,2600 BAKER ST,LARCENY FROM AUTO,,Coppin Heights/Ash-Co-East,"(39.3061800000, -76.6588200000)"
3/1/16,9:00:00,6E,0 E READ ST,LARCENY,,Mount Vernon,"(39.2996800000, -76.6157000000)"
3/1/16,9:00:00,5A,200 W LAFAYETTE AVE,BURGLARY,,Bolton Hill,"(39.3059300000, -76.6253400000)"
3/1/16,9:07:00,4E,2100 W PRATT ST,COMMON ASSAULT,HANDS,Carrollton Ridge,"(39.2849900000, -76.6500000000)"
3/1/16,9:25:00,6G,700 W HAMBURG ST,LARCENY,,Washington Village/Pigtown,"(39.2807500000, -76.6279500000)"
3/1/16,9:30:00,4C,,AGG. ASSAULT,OTHER,,
3/1/16,9:50:00,4F,0 SAINT PAUL ST,ASSAULT BY THREAT,,Downtown,"(39.2899400000, -76.6138200000)"
3/1/16,9:50:00,5A,4100 MARX AVE,BURGLARY,,Waltherson,"(39.3339900000, -76.5609900000)"
3/1/16,9:59:00,4E,1100 RAMBLEWOOD RD,COMMON ASSAULT,HANDS,Glen Oaks,"(39.3622700000, -76.5961800000)"
3/1/16,18:30:00,6D,ST & S CONKLING ST,LARCENY FROM AUTO,,Highlandtown,"(39.2894600000, -76.5673400000)"
3/1/16,18:40:00,3B,5000 FRANKFORD AVE,ROBBERY - STREET,,Frankford,"(39.3289100000, -76.5415600000)"
3/1/16,18:55:00,6C,200 N CHARLES ST,LARCENY,,Downtown,"(39.2918100000, -76.6153200000)"
3/1/16,19:11:00,6C,4500 EDMONDSON AVE,LARCENY,,Rognel Heights,"(39.2935000000, -76.6925700000)"
3/1/16,19:15:00,4E,2700 MURA ST,COMMON ASSAULT,HANDS,Berea,"(39.3053900000, -76.5793200000)"
3/1/16,19:20:00,3AF,300 W PRESTON ST,ROBBERY - STREET,FIREARM,Madison Park,"(39.3032500000, -76.6207900000)"
3/1/16,19:30:00,3K,1500 COLE ST,ROBBERY - RESIDENCE,,New Southwest/Mount Clare,"(39.2821800000, -76.6417000000)"
3/1/16,19:30:00,6E,100 S MORLEY ST,LARCENY,,Saint Josephs,"(39.2844300000, -76.6765800000)"
3/1/16,19:34:00,6C,1200 S PONCA ST,LARCENY,,Canton Industrial Area,"(39.2796400000, -76.5545300000)"
3/1/16,19:45:00,4B,5400 CEDELLA AVE,AGG. ASSAULT,KNIFE,Frankford,"(39.3317300000, -76.5433600000)"
3/1/16,20:00:00,5D,2800 GRINDON AVE,BURGLARY,,Lauraville,"(39.3432800000, -76.5729700000)"
3/1/16,20:00:00,5C,2000 E PRATT ST,BURGLARY,,Upper Fells Point,"(39.2894300000, -76.5878900000)"
2/29/16,2:30:00,4E,0 COMMERCE ST,COMMON ASSAULT,HANDS,Downtown,"(39.2896400000, -76.6102500000)"
2/29/16,13:30:00,4C,2900 W COLD SPRING LN,AGG. ASSAULT,OTHER,Towanda-Grantley,"(39.3380300000, -76.6702600000)"
2/29/16,13:59:00,6C,2500 BELAIR RD,LARCENY,,Belair-Edison,"(39.3179300000, -76.5778700000)"
2/29/16,14:25:00,6E,2200 JEFFERSON ST,LARCENY,,CARE,"(39.2966100000, -76.5855900000)"
2/29/16,15:00:00,6J,1600 N CHAPEL ST,LARCENY,,Broadway East,"(39.3088800000, -76.5908400000)"
2/29/16,15:10:00,6G,5200 ROLAND AVE,LARCENY,,Wyndhurst,"(39.3569200000, -76.6347300000)"
2/29/16,15:10:00,4E,4800 BRIARCLIFT RD,COMMON ASSAULT,HANDS,Hunting Ridge,"(39.2957900000, -76.7033900000)"
2/29/16,15:30:00,6G,2600 TALBOT RD,LARCENY,,Windsor Hills,"(39.3151800000, -76.6896500000)"
2/29/16,15:40:00,6C,600 E 33RD ST,LARCENY,,Better Waverly,"(39.3282900000, -76.6081300000)"
2/29/16,16:00:00,5A,900 FELL ST,BURGLARY,,Fells Point,"(39.2813000000, -76.5902800000)"
2/29/16,16:00:00,6D,1600 GWYNNS FALLS PKWY,LARCENY FROM AUTO,,Parkview/Woodbrook,"(39.3178200000, -76.6492200000)"
2/29/16,16:00:00,6D,2400 EDMONDSON AVE,LARCENY FROM AUTO,,Rosemont Homeowners/Tenants,"(39.2948000000, -76.6551800000)"
2/29/16,16:00:00,6J,800 LINDEN AVE,LARCENY,,Mount Vernon,"(39.2985200000, -76.6208000000)"
2/29/16,16:30:00,6J,3900 KESWICK RD,LARCENY,,Hampden,"(39.3357000000, -76.6283600000)"
2/29/16,16:30:00,6E,5100 LITCHFIELD AVE,LARCENY,,Langston Hughes,"(39.3458000000, -76.6798000000)"
2/29/16,16:30:00,6D,1300 BOLTON ST,LARCENY FROM AUTO,,Bolton Hill,"(39.3056400000, -76.6243500000)"
2/29/16,16:30:00,5A,1100 W HAMBURG ST,BURGLARY,,Washington Village/Pigtown,"(39.2798800000, -76.6303300000)"
2/29/16,16:45:00,6J,1300 E FAYETTE ST,LARCENY,,Washington Hill,"(39.2925400000, -76.5995400000)"
2/29/16,17:00:00,4C,0 E PRATT ST,AGG. ASSAULT,OTHER,Downtown West,"(39.2865200000, -76.6146800000)"
2/29/16,17:30:00,6C,6300 EASTERN AVE,LARCENY,,Pulaski Industrial Area,"(39.2875900000, -76.5402100000)"
2/29/16,17:35:00,6J,500 W HOFFMAN ST,LARCENY,,Upton,"(39.2989600000, -76.6282100000)"
2/29/16,17:52:00,3B,3800 REXMERE RD,ROBBERY - STREET,,Ednor Gardens-Lakeside,"(39.3347400000, -76.6019400000)"
2/29/16,1727,1F,2800 W LAFAYETTE AV,HOMICIDE,FIREARM,Mosher,"(39.2980600000, -76.6638200000)"
2/29/16,18:30:00,6D,3900 FOSTER AVE,LARCENY FROM AUTO,,Brewers Hill,"(39.2846800000, -76.5639100000)"
2/29/16,18:50:00,5F,600 TUNBRIDGE RD,BURGLARY,,Mid-Govans,"(39.3564300000, -76.6072100000)"
2/29/16,19:00:00,6D,800 CHAUNCEY AVE,LARCENY FROM AUTO,,Reservoir Hill,"(39.3151600000, -76.6347800000)"
2/29/16,19:11:00,5A,2500 EDGECOMBE CIR N,BURGLARY,,Parklane,"(39.3418100000, -76.6591200000)"
